Tweet_ID,Datetime,Username,Text,Sentiment
1.52169570813884e+18,2022-05-04 03:38:23+00:00,EyotaDespoina,Mantan kamu yang udah bikin kamu depresi tu udah minta maaf belum?,negative
1.5216974969046385e+18,2022-05-04 03:45:29+00:00,areum100801,"@Askrlfess Aku minum obat itu malah jadi kurus.. tapi bukan bipolar, anti depresan",neutral
1.5216979689693594e+18,2022-05-04 03:47:22+00:00,userasli,"Jangan depresi dan mati dulu, masi ada makanan enak &amp; tempat super oke yang bikin lu bilang ""anjrit gua kemana aja slama ini""",positive
1.521698703056466e+18,2022-05-04 03:50:17+00:00,rosepeachnut,"@detikcom dia ini bener2 loh keren bgt, bisa terima keadaan dia yg bipolar, terus naik bb akibat obat2annya. gue aja yg bb dah naik aja stress bgt sampe berhenti obat bipolar, pen sekuat dia tp kan ga mudah ya.",negative
1.521699972068311e+18,2022-05-04 03:55:19+00:00,bcuiarati,bungkam kalo lg depresi,neutral
1.521702082692092e+18,2022-05-04 04:03:43+00:00,smdagmlna,"ya gua cuma anak yg tumbuh penuh dengan depresi dan trauma.
karna kasih sayang orang tua yg gua dapet cuma mentok sampe umur 8thn lebihnya yg di kasih orang tua gua cm depresi dan luka.",positive
1.521702116716282e+18,2022-05-04 04:03:51+00:00,Rogerma37137317,Ternyata masi dalam obserfasi keeshatan ternyata  masi depresi,neutral
1.521703612535427e+18,2022-05-04 04:09:47+00:00,tanzanjuice,"Emang terdengar lebay kalo aku ngaku ngaku jadi istri oppa. Tapi kalian gatau gimana dulu aku depresi 2015-2017, berusaha buat bertahan dengan ngedistract pikiran burukku dengan cara nonton KPop. 
Aku nangis banget karena iKON udah comeback 🥺 terharu.",negative
1.5217051862883e+18,2022-05-04 04:16:02+00:00,ANTAREUSSS,@irgoxgo Hah? Lu kenapa deh? Bipolar 🤣,neutral
1.5217063296513843e+18,2022-05-04 04:20:35+00:00,Lenzzzc,"6 tahun pacaran ga pernah ada masalah yg besar tapi tiba"" selingkuh sama temen kerja dan karena gw saking cintanya sama tu orang gw masih ngemis biar tetep sama gw tapi jawaban dia "" aku lebih nyaman sama dia daripada km"" dan setelah itu gw bener bener stres depresi ngurung diri-",positive
1.5217080220659302e+18,2022-05-04 04:27:19+00:00,syknxx,@rshmrx Hmm. Depresi,neutral
1.521708505178157e+18,2022-05-04 04:29:14+00:00,Lenzzzc,"6 bulan sama dia gw seneng, tapi disaat itu juga gw harus sakit hati ke-2 kalinya karena umur dia lebih tua 3 tahun dan ya mingkin dia ngejar umur juga ya kita pisah dan skrng bener bener hancur banget, sakit , stres, depresi, kehilangan tujuan, cape bgt hidup-",positive
1.5217092540710953e+18,2022-05-04 04:32:12+00:00,MantanBeruang,"@blackrose2044 @InternetPositip @indiratendi maafkan generasi saya kak, yg tiap kali kalo disuruh nyapu rumah sama ibuknya dikira broken home dan seringnya self diagnosis kalo lagi kena anxiety atau bipolar pas lagi stress kena deadline tugas dan butuhnya self healing bukan lingkungan toxic.",negative
1.521710225694204e+18,2022-05-04 04:36:04+00:00,blubaerri1,"Aku sudah lelah sm org yg blg ""kok gabisa naik motor"" ""kok gabisa nyetir mobil"" plszz aku bisa depresi dengerny",negative
1.5217106216784443e+18,2022-05-04 04:37:38+00:00,f0urrealxy,"Gw keknya hrs bdmt sih. Soalnya capek sendiri ngasih tau org bebal
Gw nya lm² depresi. Biarin aja dh. Semerdeka lo ae. Gw gapeduli🙏🏻",negative
1.52171092484728e+18,2022-05-04 04:38:51+00:00,nanamirdude,"@dkaefb iy like that, bener2 ngegambarin ujung org depresi emg kyk gtu",neutral
1.521711122164101e+18,2022-05-04 04:39:38+00:00,xyeaji,"@abcdefghidn @tanyakanrl Temen itu, ngasih solusi / mengingatkan gak boleh nyinggung sama sekali. Bahkan pas aku minta tolong karna lagi depresi berat dan rasanya mau c terus, dengan entengnya dia bilang “ngapain sih depresi-depresian, mending habisin waktu lu dengan ngehobi”

https://t.co/SKRuPt2J5L",neutral
1.5217112535251722e+18,2022-05-04 04:40:09+00:00,lhyjae,"“Saat kamu depresi, poop-lah….” –
Eunhyuk",neutral
1.5217115725062103e+18,2022-05-04 04:41:25+00:00,keyboems,"Gimana ini, gara2 anda ya @babykillu7 

Tapi kalau dibawa ke rl, ada guru suka sama murid yang depresi dan gurunya doyan skinship tuh udah seram + dilaporin ke polisi kali ah :(((",negative
1.5217117844824556e+18,2022-05-04 04:42:16+00:00,nav_9_9,"Dih nikah kok buat nambah masalah, 
Jomblo aja nih depresi sama waras sekatnya udah tipis banget",negative
1.521712033133396e+18,2022-05-04 04:43:15+00:00,si_gota,"Lebaran tahun ini cukup menguras emosi jiwa keluarga besar gue. Sedih bgt lihat keponakan gue, cewek, 14th, yg baru didagnosa bipolar, gak terkontrol. Siang: happy bgt krn ketemu bnyk sodara smp dia ngoceh trs. Sore: emosinya meledak, teriak² histeris ke klrg intinya.😢 #bipolar",negative
1.5217124368473416e+18,2022-05-04 04:44:51+00:00,Epand52,"@mimi_kartika Untuk di angkat ke media seperti republika saya masih belum berkenan mas maaf, takut saya salah memahami penjelasan karena depresi sedih dan lain sebagainya jadi ada baiknya berhati hati . masih menunggu informasi pasti dari yang kompeten, saya juga sedang follow up kasus ini",negative
1.5217126327301202e+18,2022-05-04 04:45:38+00:00,finamauliaa,Mengsedih.. gue sama suami lebaran malah kayak orang depresi,negative
1.5217148548556022e+18,2022-05-04 04:54:28+00:00,wongkunhanggg,"@boistoic @derinto8 @syarafmaulini Sama kaya orang depresi, mereka engga bisa ngerasain happy &amp; nggak bisa mikir jernih, I understand. But in this case nggak nyindir orang yang depresi/trauma, tapi orang yang nggak mau lebaran karena mikirnya transaksional, ""silaturahmi tuh ga guna krn gw ga butuh &amp; gw ga kenal""",positive
1.5217152265086648e+18,2022-05-04 04:55:56+00:00,MetaUdayana,Tes Fokus : Cari Salah Satu Pria yang Paling Rentan Alami Depresi! https://t.co/Q3Z95UTkMU,neutral
1.521715544742785e+18,2022-05-04 04:57:12+00:00,mentallystabl,@primordiaa jangan nanti km depresi,neutral
1.521716114895491e+18,2022-05-04 04:59:28+00:00,sanzubby0,@aesthjisung bikin depresi bgt agajsha😭😭 kamu baca manganya juga le??,positive
1.5217164697507144e+18,2022-05-04 05:00:53+00:00,si_gota,"Bukan support materi, tp semacam bantuan pengetahuan apa yg mrk harus lakukan. Gue liat mrk ud melakukan apa aja yg mrk bisa, tp kek serba salah terus. Gue lg nyari komunitas org² yg punya anggota keluarga yg bipolar, siapa tau ada pengalaman/pengetahuan yg bisa membantu.",negative
1.5217203651011584e+18,2022-05-04 05:16:21+00:00,ami4blest,@marierwegal jGAN MAKIN DEPRESI LU,neutral
1.5217204608994058e+18,2022-05-04 05:16:44+00:00,abilifymaint3na,"PLIS DIA LUCU tp kalo km lagi depresi dia diem aja tapi gpp dia lucu gt dan agak problematik tapi gpp dia dia dia spesialis adiksi, seksual and marriage problems?? yeah he likes making sex jokes I think. he also has a boomer mindset tp gpp yang penting dia bisa diajak becanda dan",positive
1.5217223652979835e+18,2022-05-04 05:24:18+00:00,fuyuhanacherry,"kadang2 jg org2 trlalu larut pd kekurangan2 diri yg sifatnya sekunder spt fisik, harta, kecerdasan dll sampe insekyur2 depresi dll tp lupa klo ada kekurangan yg masi bisa dikontrol n diperbaiki, spt kekurangan dlm sikap/akhlak",neutral
1.521722833914798e+18,2022-05-04 05:26:10+00:00,GreedAdherent,@JPFBASE Kalo posisi tangan seperti itu dan nampak depresi berarti dia habis colay,neutral
1.5217233077409628e+18,2022-05-04 05:28:03+00:00,sep_colin,@hermawan_jazzy Depresi tingkat tinggi,neutral
1.5217238290974802e+18,2022-05-04 05:30:07+00:00,bknnadinamizah,gue tau cara nanganin depresi orang beda2. hak lo sumpa dah mau cutting ato sgala macemnye tp gausa dipost jg hasil cuttingan lo itu. ga lebih dari kata caper tai,negative
1.5217260382374175e+18,2022-05-04 05:38:54+00:00,sattamoon,@iaardyanti Depresi gek jgn,neutral
1.5217286992925983e+18,2022-05-04 05:49:28+00:00,despiertamialma,Depresi apa frustrasi?,negative
1.5217289820096758e+18,2022-05-04 05:50:36+00:00,heytheredilla,"Lihat gambar ini jadi inget kasusnya andrea yates yg depresi. Dokter nyuruh buat jgn hamil dulu soalnya anaknya udah 4, terus hamil, lahir anak lagi, depresi lagi. 5 anaknya dibunuh 😭",positive
1.521729649344086e+18,2022-05-04 05:53:15+00:00,bulanmoons,Ada waktu ketika aku sangat susah menjadi perfeksionis. Lagi tidak ada yang bisa menggenggamku karena introvert berat yang sejak kecil suka mendem perasaan. Depresi berat gabisa ditahan lagi. Alhasil banyak banget kekacauan dalam hidupku selama dua tahun ini.,negative
1.5217307918347223e+18,2022-05-04 05:57:47+00:00,bulanmoons,Sejak alami depresi. Aku memutuskan untuk tidak akan membiarkan orang lain menyakiti perasaanku sesuka hati mereka,positive
1.5217369028056635e+18,2022-05-04 06:22:04+00:00,antjay_,gue sedang depresi dhmu https://t.co/widVzQHAEE,neutral
1.5217376447192965e+18,2022-05-04 06:25:01+00:00,redcatelle,Si paling depresi,neutral
1.521737882452775e+18,2022-05-04 06:25:58+00:00,ranilesbi,@pukibadak Agak depresi dikit,negative
1.5217407261108677e+18,2022-05-04 06:37:16+00:00,belindch,@aa_watermelon Jangan. Nanti makin depresi. Semua yang dia omongin itu fakta yg sering kita denial.,neutral
1.521740978117251e+18,2022-05-04 06:38:16+00:00,Lcahya_,"@Fajarfadhlh @sadarrdirii Bener. Dulu aku sllu mndem stiap mslah smpe akhirnya depresi dn self harming, tpi skrg perlahan sudh brani crita ke org2 trdekat dn rasanya lbh baik 🥰",negative
1.5217441918809743e+18,2022-05-04 06:51:02+00:00,PR_Tasikmalaya,Tes IQ: Siapa yang Depresi Pasca Melahirkan? Jawab Dengan Logika Anda https://t.co/BGk2wG81qZ,neutral
1.5217443067798118e+18,2022-05-04 06:51:30+00:00,HalaKalyna,"Gue berharap dia ngerasain apa yg gue rasain sih. Broken heart sampe munculin keinginan buat narik jantung saking ga kuat nya nahan sakit hati &amp; sesek nafas. Nge-garis pergelangan tangan. Ansos di kamar selama setahun lebih. Konsul psikolog berulang kali, minum obat depresi dll",negative
1.5217444484424212e+18,2022-05-04 06:52:03+00:00,JangHannaaaa,"@sbyfess terakhir,
kalo km mau dan bisa, bawa ibumu ke dokter jiwa, psikiater, psikolog(cari tau dulu)
krn mamaku jg ada sejarah depresi dan gangguan kejiawaan meskipun ga sampe gila.
semoga ibumu segera disembuhkan, diberikan hidayah, krn ibuku semenjak dekat dgn agama, agak mendingan.",positive
1.521744452376998e+18,2022-05-04 06:52:04+00:00,aulorophile,"@LeeKnowMoonton akunku yang terakhir buat aku main baru master tp gatau turun gak, * aku sbnrnyah masih trauma sama depresi berat buat main ml soale akun firstku yang udh epic ilang * 😀😀😀😀😀😀😀😀😀",negative
1.521745188242133e+18,2022-05-04 06:55:00+00:00,indopsikologi_,"Menurut seorang psikolog, orang yang memiliki kebiasaan mager justru bisa menjadi rentan terkena depresi.",negative
1.5217453264322028e+18,2022-05-04 06:55:33+00:00,blbrrygurl,"@convomfs Beda ya anjing. Sekarang depresi ini itu introvert, males ketemu orang introvert, dikit"" introvert. Kek heyyyy introvert ga gitu, bikin jelek nama introvert aja lo",negative
1.521746282934841e+18,2022-05-04 06:59:21+00:00,Mishabolot,"Kadang nyoba gak baca warning krn males scroll, terus tyt pas di tengah chapter misuh-misuh krn isinya bikin depresi. 😖",negative
1.521749007671853e+18,2022-05-04 07:10:10+00:00,iamJackthe,"@YogaAdrianyoga6 @discround_ @AbulKhaulah @SuryadiGatot @MusuhDajjal10 @__anomali__ @hlh_kntl @JenderalTaik @Juragann_muda2 @Celestialgalah1 @Verbum_Ang @reanalalaland @mamang_opik @Ruth_Djojoning @Hayuningrat7 @AremaNita__ Tapi bahas agama muluk lu.
Bipolar. 
https://t.co/vYmZf7qN2c",neutral
1.5217491953249894e+18,2022-05-04 07:10:55+00:00,sonofabytes,Segitunya ngurusin orang bipolar.. Piknik aja yuk kalau ga kerja mah,neutral
1.5217531192641083e+18,2022-05-04 07:26:31+00:00,enkanomiyea,@ypnfei tapi isinya kaya org depresi setengah gila wkwk gapapa?,negative
1.5217559065890447e+18,2022-05-04 07:37:35+00:00,google_foto,#Tes IQ: Siapa yang Depresi Pasca Melahirkan? Jawab Dengan Logika Anda - Pikiran Rakyat Tasikmalaya https://t.co/vsATtop9zb #gambar,neutral
1.5217565329243218e+18,2022-05-04 07:40:04+00:00,fafifuwaswess,Ayooo mercury retrograde saatnya depresi lagiii,neutral
1.5217574503528243e+18,2022-05-04 07:43:43+00:00,serendipiteu,@moonlysss @lopemanjirou btull depresi,neutral
1.5217592842199572e+18,2022-05-04 07:51:00+00:00,enkanomiyea,@rhinedotier tapi aku isinya kebanyakan ngomongin koriya sama kaya org depresi setengah gila wkwkwk. gapapa?,positive
1.5217598452503798e+18,2022-05-04 07:53:14+00:00,DaryaniDina,Manfaat pisang untuk kesehatan salah satunya dapat mengurangi gejala depresi dan sakit kala haid https://t.co/F0FkOtO3Uk,neutral
1.5217615558216008e+18,2022-05-04 08:00:02+00:00,AmeliaSK21,"Patah hati lalu depresi hal yang manusiawi. Namun, segeralah untuk bangkit kembali saat terpuruk karena cinta yang tak bisa dimiliki. Semua sakit pasti ada obatnya.
Masjid At-Thohir
#LebaranBangkit",negative
1.5217630970145874e+18,2022-05-04 08:06:09+00:00,Ptdwang,"""Kamu depresi ya put?"" Wkwkwk ga depresi cuma terlalu banyak takut",negative
1.5217634562898903e+18,2022-05-04 08:07:35+00:00,voitureee,"@tubirfess Gak gak, hal kaya gini jangan dibiasain t0lol. Bodo amat lu mau dikata polisi moral kek apa kek, lanjutin aja ngingetin temen lu. 90% org bakal nyesel jual konten gituan aplg ampe ketauan org malah depresi lagi. Jadi temen yg baek dengan peduli.",negative
1.5217641904780083e+18,2022-05-04 08:10:30+00:00,GigiEmasSultan,Dmn si Surya yg sll nyusahin Al? Dimana si Sarah yg sll mnta perlndgn Al buat Elsa? Dmna si Kuyang yg sll jd sial Aldebaran? Dmn s Retno yg sll mengushakan papanya ilang²an trs? Dmn mm Rosa yg pas dia lgi depresi Al yg pontang-panting? Dmn kalian smua whai yg sllu bikin susah Al?,negative
1.5217648956873482e+18,2022-05-04 08:13:18+00:00,deryderyderyder,"@seven7chill_ @CallHerAbigail Gw pernah ngerasain apa yang kakak rasain, tapi kejadiannya itu dari w kelas 6 SD krn penampilan gua culun, pas 1-3 SMP juga berlanjut, awalnya sih gua ampe depresi, udah bicarain sama ortu tapi temen2 gua ni pinter beut buat cari muka, alhasil gua terbiasa",positive
1.5217674800115917e+18,2022-05-04 08:23:34+00:00,forlangofficial,"CHALLENGE 1 HARI 10 VOCAB
Depress = menekan, menyedihkan
Depression = depresi
Deprivation = pencabutan
Depriavtione = mencabut
Deputation = utusan, deputasi
Depute = menugaskan
Deputy = wakil, utusan
Deracinate = membasmi
Deride = mengejek
Derision = ejekan, cemooh

#vocabulary",negative
1.5217695160068014e+18,2022-05-04 08:31:40+00:00,Peanutz48312966,"Mari depresi sesuka hati saat menderita
Menangis sekencang-kencangnya saat bersedih ,lalu ayo bangkit kembali dengan hati yang lebih kuat
                                               - Na Hae Do-",negative
1.521770120041083e+18,2022-05-04 08:34:04+00:00,ikahikahkimochi,"Baru kali ini ngerasain punya temen kena bipolar disorder, tapi dia kaga percaya sm gitu2 an🥴🥴🥴",neutral
1.5217720242422047e+18,2022-05-04 08:41:38+00:00,mbah_ndrong,"Titik terendah depresi seorang mahluk. Level tertinggi dari ""Terserah"" yang seringkali terbungkus mesra oleh pasrah.

Lebih memilih untuk menjadi makhluk tak kasat mata dan menikmati hidup dengan ""caranya"".",positive
1.5217722477608632e+18,2022-05-04 08:42:31+00:00,Almanwrra,@zeromustofa Dr depresi sampe rege 🙏🏼,neutral
1.5217752705663222e+18,2022-05-04 08:54:32+00:00,jpclotaine,"@tokoyamied Bener banget. Pembenarannya seringkali berbentuk ""siapa suruh bikin opini jelek!"". Ya elah, opini jelek itu ga seberapa. 

Nyuaraun opini jelek itu ga sebanding dengan hancurin hidup orang / ngancem orang. Tau-tau entar dianya kena depresi / bunuh diri.",negative
1.5217758699155825e+18,2022-05-04 08:56:55+00:00,er_es_es,"Di timeline berasa jd yg paling frustasi. Kirim kirim menfess ke base seolah depresi. Giliran ada moment dimana bisa nularin kehangatan dan bisa ngerasa jadi manusia lagi, malah begini.

Cil, bocil.",neutral
1.5217768839935222e+18,2022-05-04 09:00:57+00:00,SaripMobile,"@geloraco Seharusnya para pejabat pemerintahan hrs di cek kondisi kesehatanya baik kondisi jasmani jg rohaninya. Bahaya...!! jika mereka sakit &amp; depresi, efeknya negara jd amburadul.",negative
1.5217769313513267e+18,2022-05-04 09:01:08+00:00,prophetofzorck,"1. Selalu menunda pekerjaan
2. Sulit memahami diskusi
3. Gampang lupa
4. Susah konsentrasi

Adalah tanda-tanda kalau kamu sedang depresi, dan depresi nggak selalu tampak sedih.",negative
1.5217776002715566e+18,2022-05-04 09:03:47+00:00,datingmaddy,@convomfs Ga nafsu. Sampe badan kurus kering terus dikira diet dan work out sama temen2. Padahal mah... gw depresi,neutral
1.5217782825212764e+18,2022-05-04 09:06:30+00:00,iamJackthe,"@YogaAdrianyoga6 @JenderalTaik @AbulKhaulah @SuryadiGatot @MusuhDajjal10 @__anomali__ @hlh_kntl @Juragann_muda2 @Celestialgalah1 @discround_ @Verbum_Ang @reanalalaland @mamang_opik @Ruth_Djojoning @Hayuningrat7 @AremaNita__ Atheist punya kitab perjanjian baru @SuryadiGatot
Tolong di screen shot .
Kresten bipolar  ngaku atheist tapi kitabnya Perjanjian baru. https://t.co/8v4G4Oqog4",neutral
1.5217807127890125e+18,2022-05-04 09:16:09+00:00,minazozaki,ini dimasa-masa depresi tugas akhir.. sampe akhirnya bisa lulus. kenapa lulus? karna mau foto wisuda ala ala youngk dan nonton konser day6 :D,neutral
1.52178385413854e+18,2022-05-04 09:28:38+00:00,anggi_kinanthi,"Aku sih engga yakin ya Zio kalau zie bisa maafin kalian atau engga , tapi yg pasti kebohongan dan rahasia yang kalian simpan akan sangat melukai hati zie yg hancur dan mental zie yg udah rapuh , yang paling menakutkan adalah dampak dari masalah itu semua zie bisa depresi nantinya",negative
1.5217852284438897e+18,2022-05-04 09:34:06+00:00,marsashimi,seperti st depresi https://t.co/Z4KZgpTt4a,neutral
1.5217852322148516e+18,2022-05-04 09:34:07+00:00,FarrasWM,Janji gak depresi? 😢 ☝️,neutral
1.5217868789779948e+18,2022-05-04 09:40:40+00:00,reciouslve,Dasar pemudi depresi karena gak di notice,positive
1.521786902403199e+18,2022-05-04 09:40:45+00:00,teumelodrama,treasure buruan ke jkt gue udh AGAK DEPRESI,neutral
1.5217921924187791e+18,2022-05-04 10:01:46+00:00,applejayy_,@myjakelv depresi dikit😀,neutral
1.521792825012015e+18,2022-05-04 10:04:17+00:00,AraraAwawa,Kesel sm pemikiran org indo yg sok2an westernized sok individualis dan merasa individualistis itu superior. Pengen bgt individualis? Liat org jpg tuh akhirannya byk yg depresi dan bunuh diri karna saking kesepian+individualisnya.,negative
1.521794169626579e+18,2022-05-04 10:09:38+00:00,ceokimdokja,@animefess_ yg inget pasti depresi https://t.co/32hhYP1hLy,neutral
1.5217960881389568e+18,2022-05-04 10:17:15+00:00,panjimaulr1,"@NamanyaDagang Makanan untuk gen z yang depresi ketika mendapat banyak pertanyaan judgemental saat lebaran, chakzzz",negative
1.5217965049224602e+18,2022-05-04 10:18:55+00:00,stripclown,Tp gak enak kalo lu lagi depresi HAHAHA T_____T terlalu banyak intrusive thoughts klo lg sedih HIKS,negative
1.5217972917738906e+18,2022-05-04 10:22:02+00:00,Jin_Koplok,"@susipudjiastuti Kita mulai dari Nol ya, Bu.
Maaf Lahir Batin 🙏😇.
---
Akun² kusut dan depresi begitu, abaikan saja, Bu. 
Mereka mngkin bngung kalau Pertalite bakalan naik
😁",negative
1.521797901675946e+18,2022-05-04 10:24:28+00:00,susugakmurni,"Apa? Kau kata mukaku judes? Bukan, ini muka depresi",neutral
1.5217981246371635e+18,2022-05-04 10:25:21+00:00,raymallll,Nerv siap menyuplai bocah depresi https://t.co/7Encrxcx83,neutral
1.5217992480940646e+18,2022-05-04 10:29:49+00:00,kukinunaa,"Tadinya gak mau lanjut drama ini karena kalo abis nton tuh after tastenya gak enaaaak bgt. Energi jadi abis. Kayak kesedot gitu jd bawaannya ikutn depresi 😂😂 soalnya karakter mijeon yg introvert--- which I can relate, tuh bikin yg nton jd kena aura sedihnya wkwk",negative
1.5218004162328945e+18,2022-05-04 10:34:27+00:00,hoshibokem,WOY ANJING GUE UDAH NANGIS 2 JAM GARA-GARA DEPRESI JGN BKIN W NANGIS LG,negative
1.5218015400672625e+18,2022-05-04 10:38:55+00:00,renmaharatridz,"--padahal justru kebalikannya. Like, can u imagine Cinderella di abuse sama ibu tiri dan sodara tiri dari kecil ampe dewasa? Kalo doi gak strong, udah bundir ama depresi tu. Tapi Cinderella stays being a good person, despite her family trashing her 😓",positive
1.5218023265576591e+18,2022-05-04 10:42:03+00:00,nurlisaulfa,"@shintaprama Apalagi pasca cerai ScarJo sempet depresi berat sampe katanya kebawa sama karakter dia di film Marriage Story 😢 Tp kalo baca2 interview dia yg abis lahiran thn kemarin, skrg mbak ScarJo udh super happy sama keluarga barunya dan dia skrg udh punya brand skincare sendiri 👌",positive
1.5218031485405962e+18,2022-05-04 10:45:19+00:00,aizetc,"wah parah si klo smpe ini gejala depresi kognitif, knp jd mendiagnosis diri sendiri. dahlah",neutral
1.5218037763524198e+18,2022-05-04 10:47:48+00:00,CEOTraffic21,"@psi_id kumpulan anak muda pemain filem miskin, depresi, milenial salah lahir.",negative
1.521804212572934e+18,2022-05-04 10:49:32+00:00,hunieebeez,"kadang dibikin seneng trs tiba2 dibikin sedih, ini trial jadi bipolar gasih?",positive
1.5218044591180145e+18,2022-05-04 10:50:31+00:00,inriagustina,"Siapa yang mau bertanggung jawab atas depresi ini?
ngga ada 😥",neutral
1.5218055302093292e+18,2022-05-04 10:54:46+00:00,R_NFadillah,"Orang yang ngerasa pengen mati atau udah mati hatinya atau jiwanya, bukan karena dia depresi dan udah nyerah. Tetapi melanjutkan hidup kedepannya tanpa ada ketakutan lagi dan memberikan yang terbaik -Thomas Shelby",negative
1.5218074677551718e+18,2022-05-04 11:02:28+00:00,_PrincessMilk,@_mygoogie Aku ga mau depresi sendirian,neutral
1.521808290782806e+18,2022-05-04 11:05:45+00:00,fqnami,@diacblo ayang lu lngsung depresi,neutral
1.5218083017592955e+18,2022-05-04 11:05:47+00:00,PelajaranOnline,Kecoa tidak suka ditinggal sendiri dan merasa depresi jika tidak punya teman.,neutral
1.5218100841032786e+18,2022-05-04 11:12:52+00:00,santoryuu,Yg mau temenan sm org depresi kayak gua,neutral
1.5218102751331942e+18,2022-05-04 11:13:38+00:00,milonasional,"Peminatnya banyak, katanya bisa baca pikiran orang, terus kerjanya nangani orang depresi dan stress (kata orang²😔)",negative
1.5218104540202353e+18,2022-05-04 11:14:20+00:00,_iceredvelvet,ya allah aku depresi bgt,neutral
1.5218105908174725e+18,2022-05-04 11:14:53+00:00,bluemoon_no,"@gfriend_fess Udah depresi parah sih sumpahh, kalau di bilang alay ya terserah. 
Bisa kontrol perasaan sedihny +-5 bulan. Kalau move on belum bisa dan ga mau.
Intinya tu sakit banget sumpahhhh.",negative
1.5218106812841042e+18,2022-05-04 11:15:14+00:00,Rn060900_,nyianyiain waktu liburan buat depresi wkwk,neutral
1.5218110530923684e+18,2022-05-04 11:16:43+00:00,yorubeam,Ngerasa depresi dengan semua ini,neutral
1.5218132614734438e+18,2022-05-04 11:25:30+00:00,yuzupoww,paguyuban orang bipolar,neutral
1.52181546917888e+18,2022-05-04 11:34:16+00:00,fleurdelinc,@glameiroushye Kata Iza 'paguyuban orang bipolar' 😭👎,neutral
1.521815664536998e+18,2022-05-04 11:35:03+00:00,venusduzt,"@hediedthough Kok bisa si org depresi turun bb, w kl depresi makan terus soalnya🥲",neutral
1.521815988647637e+18,2022-05-04 11:36:20+00:00,yuanitapratiwif,"setelah sekian lama tidak depresi, sore ini aku depresi akibat kemacetan jogja-wonosari yang ora umummmm blasssss….",neutral
1.5218193491656335e+18,2022-05-04 11:49:41+00:00,riskidewantorow,depresi cokk aku,neutral
1.5218201285721743e+18,2022-05-04 11:52:47+00:00,sonethingwet,"@HIXXANA aamiin, takutnya dia jadi makin depresi dan nyakitin diri sendiri :(",negative
1.521820154572972e+18,2022-05-04 11:52:53+00:00,P_ysf,@H1m4_W4r1 @MurtadhaOne1 @LsOwien Depresi berkepanjangan bisa edan beneran,negative
1.5218203388829696e+18,2022-05-04 11:53:37+00:00,BaseAnakFK,"depresi sm psikiater :"")",neutral
1.5218209728771154e+18,2022-05-04 11:56:08+00:00,akhiRENZKI,"👺- TANNER

Seorang warga yang terlalu depresi untuk hidup. Cari cara agak seluruh warga mengantungmu. Ketika kamu mati, kamu menang.",positive
1.521823739691733e+18,2022-05-04 12:07:08+00:00,cinnamon08gurl,"@hunter_seeker @SyaikhuMochtar Macam2, ada yg krn abis dihipnotis atau emng lg depresi",positive
1.5218238223743918e+18,2022-05-04 12:07:28+00:00,IPegXiaYan,@heevelies nya aku depresi jadi 1 like = 1 day no sh,neutral
1.521824259982512e+18,2022-05-04 12:09:12+00:00,antasaja,@literarybase All the bright place (bipolar kalo gak salah),neutral
1.5218246704623575e+18,2022-05-04 12:10:50+00:00,xyichaaXwwh,"@jjjinkerbell Intinya mereka motivasi ku😭💗 mereka me motivasi banyak orang juga, dulu stress,depresi,inscure,ga semangat hidup, DAN AKHIR nya mereka hadir di hidup ku yg membuat ku semangat,depresi hilang,inscure ilang, lovee banget dehh😍💗",negative
1.52182487044676e+18,2022-05-04 12:11:37+00:00,syiqfa,"@moviemenfes Seruuu! Tapi tentang depresi sama ada warning kekerasan juga. Jadi ya memang tipe anime yang dark. Kalau lagi gak enak hati, menurutku jangan ditonton karena ada ngaruh ke mood😢

Tapi ratingnya bagus buatku!",positive
1.5218259216986972e+18,2022-05-04 12:15:48+00:00,yeunee_JJ,Kalo di rumah sendiri yg dipikirin cuma makan. Ga ada yg bikin depresi,negative
1.5218270658503352e+18,2022-05-04 12:20:21+00:00,twentyfourbrnel,"Tapi, bener kok kalo ada yg bilang tingkat depresi parah dr org itu pas ga percaya sama Tuhan. Gue pernah ngalamin, trs ada org yg selalu ngebimbing gue buat selalu inget Allah. Walaupun gue kekeh gua masih inget, tapi hati ga bohong. Makasih bgt untuk org yg pernah bimbing gue.",negative
1.521827763547947e+18,2022-05-04 12:23:07+00:00,jkbestofmie,"kurang tersiksa apalgi yaa, akhir tahun ibu depresi skrg ni orang masih nyusahin?? demi allah cerai aja gpp, ngga masalah klo ngga punya ayahh",positive
1.5218280264255693e+18,2022-05-04 12:24:10+00:00,imyourbaemax,"Niatnya potong rambut karna depresi, 
Dan bener, hasilnya bikin happy banget^^",positive
1.5218306752879944e+18,2022-05-04 12:34:41+00:00,gyrowayne,"@Ravenerised terima ini kak, jangan depresi gitu yaa! https://t.co/DVRHVx6BGU",neutral
1.5218307626135552e+18,2022-05-04 12:35:02+00:00,vicarioreinaldo,"Penelitian tentang stress seringkali dilakukan dengan menggunakan tikus sebagai objek

Tikus dibuat stress dengan dikurung dan diserang oleh tikus yang lebih besar

Ketika tikus berperilaku depresif, konklusi yang muncul adalah “Penelitian menunjukkan stress membuat kita depresi”",neutral
1.5218320928582042e+18,2022-05-04 12:40:19+00:00,SINDOnews,"Pangeran Arab Saudi yang Meninggal karena Sakit, Nomor 1 Alami Depresi

 #Sindonews #BukanBeritaBiasa .https://t.co/49Fepl1VpL",negative
